Date,AAPL_Momentum_5,AAPL_Momentum_20,AAPL_Volatility_20,AAPL_MA_Ratio,AAPL_RSI,AAPL_BB_Upper,AAPL_BB_Lower,AMZN_Momentum_5,AMZN_Momentum_20,AMZN_Volatility_20,AMZN_MA_Ratio,AMZN_RSI,AMZN_BB_Upper,AMZN_BB_Lower,DIS_Momentum_5,DIS_Momentum_20,DIS_Volatility_20,DIS_MA_Ratio,DIS_RSI,DIS_BB_Upper,DIS_BB_Lower,GOOGL_Momentum_5,GOOGL_Momentum_20,GOOGL_Volatility_20,GOOGL_MA_Ratio,GOOGL_RSI,GOOGL_BB_Upper,GOOGL_BB_Lower,HD_Momentum_5,HD_Momentum_20,HD_Volatility_20,HD_MA_Ratio,HD_RSI,HD_BB_Upper,HD_BB_Lower,JNJ_Momentum_5,JNJ_Momentum_20,JNJ_Volatility_20,JNJ_MA_Ratio,JNJ_RSI,JNJ_BB_Upper,JNJ_BB_Lower,JPM_Momentum_5,JPM_Momentum_20,JPM_Volatility_20,JPM_MA_Ratio,JPM_RSI,JPM_BB_Upper,JPM_BB_Lower,MA_Momentum_5
2010-01-05,-0.5654697549418298,-1.0950036919509663,1.0908204694859573,-0.9129092666595117,-0.6484508211748746,-1.166761825845194,1.1667618258452008,-0.668501037118869,-1.4585819289045947,0.34465509050743753,-1.2578365862085916,-1.2344912307203164,-1.1277695076860745,1.1277695076860677,-0.6695490337847008,-1.0029589562039174,-0.15791158044919956,-0.5919928214096257,-1.1313723462075025,-0.7455154400558488,0.7455154400558482,-1.1276311478191985,-2.1340855168468034,0.18446834174442717,-1.453328406477232,-1.582616516382773,-0.8962327278686042,0.8962327278686053,-0.6451317536416405,-0.09979985737680097,0.3763745504784449,-0.03825886165681455,-0.7723451589264908,-0.22283149715339134,0.22283149715339368,-0.36569040372387196,-0.3504125275112926,0.14761278014064502,-0.560370889116143,-0.6217707975390914,-0.7696524927133567,0.7696524927133636,0.8553460513666994,-0.8589448360464778,1.2570979722562072,-1.5227714348581738,-0.9200753343126762,-0.7475452790767916,0.7475452790767932,-0.9526568204404942
2010-01-06,-0.5654697549418298,-1.0950036919509663,1.0908204694859573,-0.9129092666595117,-0.6484508211748746,-1.166761825845194,1.1667618258452008,-0.668501037118869,-1.4585819289045947,0.34465509050743753,-1.2578365862085916,-1.2344912307203164,-1.1277695076860745,1.1277695076860677,-0.6695490337847008,-1.0029589562039174,-0.15791158044919956,-0.5919928214096257,-1.1313723462075025,-0.7455154400558488,0.7455154400558482,-1.1276311478191985,-2.1340855168468034,0.18446834174442717,-1.453328406477232,-1.582616516382773,-0.8962327278686042,0.8962327278686053,-0.6451317536416405,-0.09979985737680097,0.3763745504784449,-0.03825886165681455,-0.7723451589264908,-0.22283149715339134,0.22283149715339368,-0.36569040372387196,-0.3504125275112926,0.14761278014064502,-0.560370889116143,-0.6217707975390914,-0.7696524927133567,0.7696524927133636,0.8553460513666994,-0.8589448360464778,1.2570979722562072,-1.5227714348581738,-0.9200753343126762,-0.7475452790767916,0.7475452790767932,-0.9526568204404942
2010-01-07,-0.5654697549418298,-1.0950036919509663,1.0908204694859573,-0.9129092666595117,-0.6484508211748746,-1.166761825845194,1.1667618258452008,-0.668501037118869,-1.4585819289045947,0.34465509050743753,-1.2578365862085916,-1.2344912307203164,-1.1277695076860745,1.1277695076860677,-0.6695490337847008,-1.0029589562039174,-0.15791158044919956,-0.5919928214096257,-1.1313723462075025,-0.7455154400558488,0.7455154400558482,-1.1276311478191985,-2.1340855168468034,0.18446834174442717,-1.453328406477232,-1.582616516382773,-0.8962327278686042,0.8962327278686053,-0.6451317536416405,-0.09979985737680097,0.3763745504784449,-0.03825886165681455,-0.7723451589264908,-0.22283149715339134,0.22283149715339368,-0.36569040372387196,-0.3504125275112926,0.14761278014064502,-0.560370889116143,-0.6217707975390914,-0.7696524927133567,0.7696524927133636,0.8553460513666994,-0.8589448360464778,1.2570979722562072,-1.5227714348581738,-0.9200753343126762,-0.7475452790767916,0.7475452790767932,-0.9526568204404942
2010-01-08,-0.5654697549418298,-1.0950036919509663,1.0908204694859573,-0.9129092666595117,-0.6484508211748746,-1.166761825845194,1.1667618258452008,-0.668501037118869,-1.4585819289045947,0.34465509050743753,-1.2578365862085916,-1.2344912307203164,-1.1277695076860745,1.1277695076860677,-0.6695490337847008,-1.0029589562039174,-0.15791158044919956,-0.5919928214096257,-1.1313723462075025,-0.7455154400558488,0.7455154400558482,-1.1276311478191985,-2.1340855168468034,0.18446834174442717,-1.453328406477232,-1.582616516382773,-0.8962327278686042,0.8962327278686053,-0.6451317536416405,-0.09979985737680097,0.3763745504784449,-0.03825886165681455,-0.7723451589264908,-0.22283149715339134,0.22283149715339368,-0.36569040372387196,-0.3504125275112926,0.14761278014064502,-0.560370889116143,-0.6217707975390914,-0.7696524927133567,0.7696524927133636,0.8553460513666994,-0.8589448360464778,1.2570979722562072,-1.5227714348581738,-0.9200753343126762,-0.7475452790767916,0.7475452790767932,-0.9526568204404942
2010-01-11,-0.5654697549418298,-1.0950036919509663,1.0908204694859573,-0.9129092666595117,-0.6484508211748746,-1.166761825845194,1.1667618258452008,-0.668501037118869,-1.4585819289045947,0.34465509050743753,-1.2578365862085916,-1.2344912307203164,-1.1277695076860745,1.1277695076860677,-0.6695490337847008,-1.0029589562039174,-0.15791158044919956,-0.5919928214096257,-1.1313723462075025,-0.7455154400558488,0.7455154400558482,-1.1276311478191985,-2.1340855168468034,0.18446834174442717,-1.453328406477232,-1.582616516382773,-0.8962327278686042,0.8962327278686053,-0.6451317536416405,-0.09979985737680097,0.3763745504784449,-0.03825886165681455,-0.7723451589264908,-0.22283149715339134,0.22283149715339368,-0.36569040372387196,-0.3504125275112926,0.14761278014064502,-0.560370889116143,-0.6217707975390914,-0.7696524927133567,0.7696524927133636,0.8553460513666994,-0.8589448360464778,1.2570979722562072,-1.5227714348581738,-0.9200753343126762,-0.7475452790767916,0.7475452790767932,-0.9526568204404942
2010-01-12,-0.8574998862145254,-1.0950036919509663,1.0908204694859573,-0.9129092666595117,-0.6484508211748746,-1.166761825845194,1.1667618258452008,-1.2536801819864736,-1.4585819289045947,0.34465509050743753,-1.2578365862085916,-1.2344912307203164,-1.1277695076860745,1.1277695076860677,-1.0633780897541165,-1.0029589562039174,-0.15791158044919956,-0.5919928214096257,-1.1313723462075025,-0.7455154400558488,0.7455154400558482,-1.4491912877600688,-2.1340855168468034,0.18446834174442717,-1.453328406477232,-1.582616516382773,-0.8962327278686042,0.8962327278686053,-1.0365022464330336,-0.09979985737680097,0.3763745504784449,-0.03825886165681455,-0.7723451589264908,-0.22283149715339134,0.22283149715339368,0.29575495710539756,-0.3504125275112926,0.14761278014064502,-0.560370889116143,-0.6217707975390914,-0.7696524927133567,0.7696524927133636,-0.22346754763353746,-0.8589448360464778,1.2570979722562072,-1.5227714348581738,-0.9200753343126762,-0.7475452790767916,0.7475452790767932,-0.8849136696549909
2010-01-13,-0.18867895922539651,-1.0950036919509663,1.0908204694859573,-0.9129092666595117,-0.6484508211748746,-1.166761825845194,1.1667618258452008,-0.6005888947319571,-1.4585819289045947,0.34465509050743753,-1.2578365862085916,-1.2344912307203164,-1.1277695076860745,1.1277695076860677,-0.5133807369461157,-1.0029589562039174,-0.15791158044919956,-0.5919928214096257,-1.1313723462075025,-0.7455154400558488,0.7455154400558482,-0.977817195080757,-2.1340855168468034,0.18446834174442717,-1.453328406477232,-1.582616516382773,-0.8962327278686042,0.8962327278686053,-0.7847569023303937,-0.09979985737680097,0.3763745504784449,-0.03825886165681455,-0.7723451589264908,-0.22283149715339134,0.22283149715339368,0.22594539097302016,-0.3504125275112926,0.14761278014064502,-0.560370889116143,-0.6217707975390914,-0.7696524927133567,0.7696524927133636,0.07907741795032656,-0.8589448360464778,1.2570979722562072,-1.5227714348581738,-0.9200753343126762,-0.7475452790767916,0.7475452790767932,-0.11000952662858876
2010-01-14,-0.27655179167589,-1.0950036919509663,1.0908204694859573,-0.9129092666595117,-0.6484508211748746,-1.166761825845194,1.1667618258452008,-0.5314383809924681,-1.4585819289045947,0.34465509050743753,-1.2578365862085916,-1.2344912307203164,-1.1277695076860745,1.1277695076860677,-0.7525708563709006,-1.0029589562039174,-0.15791158044919956,-0.5919928214096257,-1.1313723462075025,-0.7455154400558488,0.7455154400558482,-0.3003173972492306,-2.1340855168468034,0.18446834174442717,-1.453328406477232,-1.582616516382773,-0.8962327278686042,0.8962327278686053,-0.9493995785734168,-0.09979985737680097,0.3763745504784449,-0.03825886165681455,-0.7723451589264908,-0.22283149715339134,0.22283149715339368,0.5838150400324655,-0.3504125275112926,0.14761278014064502,-0.560370889116143,-0.6217707975390914,-0.7696524927133567,0.7696524927133636,-0.17003631725500828,-0.8589448360464778,1.2570979722562072,-1.5227714348581738,-0.9200753343126762,-0.7475452790767916,0.7475452790767932,0.5518735950885102
2010-01-15,-0.7971286241862622,-1.0950036919509663,1.0908204694859573,-0.9129092666595117,-0.6484508211748746,-1.166761825845194,1.1667618258452008,-1.118886319347627,-1.4585819289045947,0.34465509050743753,-1.2578365862085916,-1.2344912307203164,-1.1277695076860745,1.1277695076860677,-1.1567151692774844,-1.0029589562039174,-0.15791158044919956,-0.5919928214096257,-1.1313723462075025,-0.7455154400558488,0.7455154400558482,-1.027445118070672,-2.1340855168468034,0.18446834174442717,-1.453328406477232,-1.582616516382773,-0.8962327278686042,0.8962327278686053,-0.539987135996454,-0.09979985737680097,0.3763745504784449,-0.03825886165681455,-0.7723451589264908,-0.22283149715339134,0.22283149715339368,0.12429777096380994,-0.3504125275112926,0.14761278014064502,-0.560370889116143,-0.6217707975390914,-0.7696524927133567,0.7696524927133636,-0.6786564748171067,-0.8589448360464778,1.2570979722562072,-1.5227714348581738,-0.9200753343126762,-0.7475452790767916,0.7475452790767932,0.7771264019989346
2010-01-19,0.38531171731552644,-1.0950036919509663,1.0908204694859573,-0.9129092666595117,-0.6484508211748746,-1.166761825845194,1.1667618258452008,-0.5516405526453056,-1.4585819289045947,0.34465509050743753,-1.2578365862085916,-1.2344912307203164,-1.1277695076860745,1.1277695076860677,-0.36211127339138666,-1.0029589562039174,-0.15791158044919956,-0.5919928214096257,-1.1313723462075025,-0.7455154400558488,0.7455154400558482,-0.6727379041087387,-2.1340855168468034,0.18446834174442717,-1.453328406477232,-1.582616516382773,-0.8962327278686042,0.8962327278686053,0.5769803540954191,-0.09979985737680097,0.3763745504784449,-0.03825886165681455,-0.7723451589264908,-0.22283149715339134,0.22283149715339368,0.5974349299288414,-0.3504125275112926,0.14761278014064502,-0.560370889116143,-0.6217707975390914,-0.7696524927133567,0.7696524927133636,-0.8251321618079444,-0.8589448360464778,1.2570979722562072,-1.5227714348581738,-0.9200753343126762,-0.7475452790767916,0.7475452790767932,1.4676765184714944
2010-01-20,0.2957847683708459,-1.0950036919509663,1.0908204694859573,-0.9129092666595117,-0.6484508211748746,-1.166761825845194,1.1667618258452008,-0.3803800003152441,-1.4585819289045947,0.34465509050743753,-1.2578365862085916,-1.2344912307203164,-1.1277695076860745,1.1277695076860677,0.2536890453602009,-1.0029589562039174,-0.15791158044919956,-0.5919928214096257,-1.1313723462075025,-0.7455154400558488,0.7455154400558482,-0.5416420662592621,-2.1340855168468034,0.18446834174442717,-1.453328406477232,-1.582616516382773,-0.8962327278686042,0.8962327278686053,0.542007923376752,-0.09979985737680097,0.3763745504784449,-0.03825886165681455,-0.7723451589264908,-0.22283149715339134,0.22283149715339368,0.27024762036044386,-0.3504125275112926,0.14761278014064502,-0.560370889116143,-0.6217707975390914,-0.7696524927133567,0.7696524927133636,-0.16539478771093735,-0.8589448360464778,1.2570979722562072,-1.5227714348581738,-0.9200753343126762,-0.7475452790767916,0.7475452790767932,1.338430404747291
